,Suburb,Site,Exposure period,Notes,Date added,Health advice,date_exposure,date_added,tier,date_delay
167,Suburb Malvern East (Chadstone),Site Yokozuna - Chadstone Shopping Centre 1341 Dandenong Road Malvern East (Chadstone) VIC 3148,Exposure period 26/05/2021 11:55am - 12:52pm,Notes Case dined at venue,Date added 29/05/2021 8:26pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-26,2021-05-29,1,3
168,Suburb Malvern East (Chadstone),"Site Optus - Chadstone Shopping Centre Shop B311, 1341 Dandenong Road Malvern East (Chadstone) VIC 3148",Exposure period 26/05/2021 12:27pm - 1:17pm,Notes Case shopped in store,Date added 29/05/2021 8:26pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-26,2021-05-29,2,3
169,Suburb Mernda,Site Caltex Mernda 1631W Plenty Road Mernda VIC 3074,Exposure period 25/05/2021 11:30am - 12:10pm,Notes Case attended venue,Date added 29/05/2021 7:40pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-25,2021-05-29,2,4
170,Suburb Thomastown,Site 7-Eleven Thomastown North Cnr Edgars Road and Main Street Thomastown VIC 3074,Exposure period 24/05/2021 11:00am - 11:45am,Notes Case attended venue,Date added 29/05/2021 7:40pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-24,2021-05-29,2,5
171,Suburb Bundoora,"Site La Trobe University, Library All Levels (Except level 1) Plenty Road & Kingsbury Drive Bundoora VIC 3086",Exposure period 25/05/2021 11:45am - 2:30pm,Notes Case attended venue,Date added 29/05/2021 7:40pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-25,2021-05-29,2,4
172,Suburb Epping,"Site Pacific Epping Plaza - Cotton On, Edge, Valleygirl, Supre and Boost Juice 571 - 583 High Street Epping VIC 3076",Exposure period 25/05/2021 10:05am - 11:45am,Notes Case walked around venue and attended multiple shops,Date added 29/05/2021 4:26pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-25,2021-05-29,2,4
173,Suburb Epping,Site Pacific Epping Plaza 571 - 583 High Street Epping VIC 3076,Exposure period 25/05/2021 10:05am - 11:45am,Notes Case attended venue,Date added 29/05/2021 4:26pm,"Health advice Tier 3 - Monitor for symptoms Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",2021-05-25,2021-05-29,3,4
174,Suburb Thomastown,Site Supa IGA Thomastown 122 Main Street Thomastown VIC 3074,Exposure period 24/05/2021 11:10am - 11:50am,Notes Case attended venue,Date added 29/05/2021 4:26pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-24,2021-05-29,2,5
175,Suburb Mickleham,Site Chemist Warehouse Mickleham 250 - 270 Donnybrook Road Mickleham VIC 3064,Exposure period 22/05/2021 1:45pm - 2:45pm,Notes Case attended venue,Date added 29/05/2021 4:26pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-29,2,7
176,Suburb Braeside,Site Shell Coles Express Braeside 918 - 928 Springvale Road Cnr Governor Road Braeside VIC 3064,Exposure period 22/05/2021 8:15am - 9:00am,Notes Case attended venue,Date added 29/05/2021 4:26pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-29,2,7
177,Suburb South Yarra,Site Taco Bell Chapel Street 352 Chapel Street South Yarra VIC 3141,Exposure period 23/05/2021 5:30pm - 6:45pm,Notes Case attended venue,Date added 29/05/2021 2:08pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-29,1,6
178,Suburb Craigieburn,Site Edu-Kingdom College 67A Hamilton Street Craigieburn VIC 3064,Exposure period 22/05/2021 1:20pm - 5:00pm,Notes Case attended venue,Date added 29/05/2021 1:59pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-29,1,7
179,Suburb Fingal,Site Peninsula Hot Springs (Bathhouse Reception Only) 140 Springs Lane Fingal VIC 3939,Exposure period 21/05/2021 3:00pm - 3:45pm,Notes Case attended reception area only,Date added 29/05/2021 1:56pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-21,2021-05-29,1,8
180,Suburb Glen Iris,Site Coles Tooronga Village Tooronga Road Glen Iris VIC 3146,Exposure period 23/05/2021 4:00pm - 4:30pm,Notes Case attended venue,Date added 29/05/2021 12:30pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-29,2,6
181,Suburb Bundoora,"Site La Trobe University, Library Level 1 Plenty Road & Kingsbury Drive Bundoora VIC 3086",Exposure period 25/05/2021 11:45am - 2:30pm,Notes Case attended venue,Date added 29/05/2021 12:02pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-25,2021-05-29,1,4
182,Suburb Dandenong,Site Marmara Halal Meats 141- 145 Lonsdale Street Dandenong VIC 3175,Exposure period 19/05/2021 11:35am - 12:25pm,Notes Case attended venue,Date added 28/05/2021 5:25pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-19,2021-05-28,1,9
183,Suburb Carrum Downs,Site Sabrini Foods 77 Boundary Road Carrum Downs VIC 3201,Exposure period 19/05/2021 2:00pm - 6:00pm,Notes Case attended venue,Date added 28/05/2021 4:58pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-19,2021-05-28,1,9
184,Suburb Dandenong,Site Spice Inn Groceries 4 16-46 Cleeland Street Dandenong VIC 3175,Exposure period 19/05/2021 1:00pm - 1:40pm,Notes Case attended venue,Date added 28/05/2021 4:58pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-19,2021-05-28,1,9
185,Suburb Dandenong,Site Bestway Supermarket 200-208 Lonsdale Street Dandenong VIC 3175,Exposure period 19/05/2021 12:15pm - 1:15pm,Notes Case attended venue,Date added 28/05/2021 4:58pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-19,2021-05-28,1,9
186,Suburb Dandenong,Site Bestway Supermarket 21-23 Cleeland Street Dandenong VIC 3175,Exposure period 19/05/2021 1:00pm - 1:40pm,Notes Case attended venue,Date added 28/05/2021 4:58pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-19,2021-05-28,1,9
187,Suburb Craigieburn,Site Dosa Hut Craigieburn Shop D1/420-440 Craigieburn Road Craigieburn VIC 3064,Exposure period 25/05/2021 5:45pm - 7:15pm,Notes Case attended venue,Date added 28/05/2021 4:48pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-25,2021-05-28,1,3
188,Suburb Epping,"Site Indiagate Spices and Groceries Unit 14C, 560-590 High Street Epping VIC 3076",Exposure period 19/05/2021 9:45am - 10:30am,Notes Case attended venue,Date added 28/05/2021 4:48pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-19,2021-05-28,1,9
189,Suburb Wollert,Site Hamara Bazaar 315 Harvest Home Road Wollert VIC 3750,Exposure period 18/05/2021 10:30am - 11:30am,Notes Case attended venue,Date added 28/05/2021 4:42pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-18,2021-05-28,1,10
190,Suburb Reservoir,Site Vic Fields Summerhill Shopping Centre 850 Plenty Road Reservoir VIC 3073,Exposure period 18/05/2021 4:20pm - 5:30pm,Notes Case attended venue,Date added 28/05/2021 4:42pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-18,2021-05-28,1,10
191,Suburb Epping,Site Khalsa Sweets and Snacks 3 Annalise Avenue Epping VIC 3076,Exposure period 18/05/2021 12:20pm - 1:10pm,Notes Case attended venue,Date added 28/05/2021 4:42pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-18,2021-05-28,1,10
192,Suburb Wollert,Site Erol's Fruit Shop 319 Harvest Home Road Wollert VIC 3750,Exposure period 18/05/2021 11:25am - 12:10pm,Notes Case attended venue,Date added 28/05/2021 4:42pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-18,2021-05-28,1,10
193,Suburb South Melbourne,Site Clarendon Centre - Female public toilets 261 Clarendon Street South Melbourne VIC 3205,Exposure period 25/05/2021 9:15am - 6:45pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-25,2021-05-28,1,3
194,Suburb South Melbourne,Site Clarendon Centre - Female public toilets 261 Clarendon Street South Melbourne VIC 3205,Exposure period 24/05/2021 9:15am - 6:15pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-28,1,4
195,Suburb Maribyrnong,Site JB Hi Fi Shop 159-163 Rosamond Road Maribyrnong VIC 3032,Exposure period 23/05/2021 12:05pm - 12:15pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-28,2,5
196,Suburb Maribyrnong,Site The Good Guys 2-6 Sloane Street Maribyrnong VIC 3032,Exposure period 23/05/2021 12:20pm - 12:35pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-28,2,5
197,Suburb Yarraville,Site Coles Yarraville Cnr Williamstown Road & High Street Yarraville VIC 3013,Exposure period 23/05/2021 3:00pm - 3:30pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-28,2,5
198,Suburb Epping,Site Epping Spices & Nuts Grocery Store 6/1 Lyndarum Drive Epping VIC 3076,Exposure period 22/05/2021 9:00am - 9:00pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-28,1,6
199,Suburb Epping,Site Epping Spices & Nuts Grocery Store 6/1 Lyndarum Drive Epping VIC 3076,Exposure period 24/05/2021 9:00am - 9:00pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-28,1,4
200,Suburb Epping,Site Epping Spices & Nuts Grocery Store 6/1 Lyndarum Drive Epping VIC 3076,Exposure period 25/05/2021 9:00am - 9:00pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-25,2021-05-28,1,3
201,Suburb Epping,Site Epping Spices & Nuts Grocery Store 6/1 Lyndarum Drive Epping VIC 3076,Exposure period 26/05/2021 9:00am - 9:00pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-26,2021-05-28,1,2
202,Suburb Mill Park,"Site Star Car Wash 1, Westfield Plenty Valley 52/415 McDonalds Rd Mill Park VIC 3082",Exposure period 22/05/2021 8:00am - 5:30pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-28,1,6
203,Suburb Mill Park,"Site Star Car Wash 1, Westfield Plenty Valley 52/415 McDonalds Rd Mill Park VIC 3082",Exposure period 23/05/2021 8:00am - 5:30pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-28,1,5
204,Suburb Mill Park,"Site Star Car Wash 1, Westfield Plenty Valley 52/415 McDonalds Rd Mill Park VIC 3082",Exposure period 25/05/2021 8:00am - 5:30pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-25,2021-05-28,1,3
205,Suburb Mill Park,"Site Star Car Wash 1, Westfield Plenty Valley 52/415 McDonalds Rd Mill Park VIC 3082",Exposure period 26/05/2021 8:00am - 5:30pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-26,2021-05-28,1,2
206,Suburb Reservoir,Site Healthy India 276 Broadway Reservoir VIC 3073,Exposure period 27/05/2021 9:30am - 2:00pm,Notes Case attended venue,Date added 28/05/2021 4:15pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-27,2021-05-28,1,1
207,Suburb Brunswick East,"Site Dan Murphy's Brunswick East 513 Lygon St, Brunswick East Brunswick East VIC 3057",Exposure period 22/05/2021 2:30pm - 3:00pm,Notes Case attended venue,Date added 28/05/2021 3:08pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-28,2,6
208,Suburb Epping,Site The Grande Reception & Function Centre 6-8 Helm Court Epping VIC 3076,Exposure period 22/05/2021 6:30pm - 11:45pm,Notes Case attended venue,Date added 28/05/2021 3:08pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-28,1,6
209,Suburb Preston,Site Preston City Hall 284 Gower Street Preston VIC 3071,Exposure period 22/05/2021 9:30am - 11:00am,Notes Case attended venue for flu vaccine,Date added 28/05/2021 12:39pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-28,1,6
210,Suburb Reservoir,Site Edwardes Lake Playground Edwardes Lake Reservoir VIC 3073,Exposure period 23/05/2021 5:15pm - 6:00pm,Notes Case attended venue,Date added 28/05/2021 11:06am,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-23,2021-05-28,2,5
211,Suburb South Melbourne,Site Miss China Noodle Bar (within Clarendon Centre) Shop G08/261 Clarendon Street South Melbourne VIC 3205,Exposure period 25/05/2021 12:40pm - 1:40pm,Notes Case attended venue,Date added 28/05/2021 11:06am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-25,2021-05-28,1,3
212,Suburb South Melbourne,Site Telstra Shop Shop G01/265 Clarendon Street South Melbourne VIC 3205,Exposure period 24/05/2021 9:15am - 5:30pm,Notes Case worked at venue,Date added 28/05/2021 11:06am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-28,1,4
213,Suburb South Melbourne,Site Telstra Shop Shop G01/265 Clarendon Street South Melbourne VIC 3205,Exposure period 25/05/2021 9:15am - 5:30pm,Notes Case worked at venue,Date added 28/05/2021 11:06am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-25,2021-05-28,1,3
214,Suburb South Melbourne,Site Hunky Dory Fish & Chips 252 Clarendon Street South Melbourne VIC 3205,Exposure period 24/05/2021 1:00pm - 2:00pm,Notes Case attended venue,Date added 28/05/2021 11:06am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-28,1,4
215,Suburb Thomastown,Site 7-Eleven Thomastown North Cnr Edgars Road & Main Street Thomastown VIC 3074,Exposure period 23/05/2021 5:45pm - 6:15pm,Notes Case attended venue,Date added 28/05/2021 11:06am,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-28,1,5
216,Suburb Hampton,Site Body Fit Training Hampton Shop 4-6/498 Hampton Street Hampton VIC 3188,Exposure period 24/05/2021 5:35pm - 7:00pm,Notes Case attended venue,Date added 27/05/2021 9:37pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-27,1,3
217,Suburb Hampton,Site Body Fit Training Hampton Shop 4-6/498 Hampton Street Hampton VIC 3188,Exposure period 25/05/2021 5:21pm - 7:00pm,Notes Case attended venue,Date added 27/05/2021 9:37pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-25,2021-05-27,1,2
218,Suburb Greenvale,Site Barrymore Medical Centre 9 Barrymore Road Greenvale VIC 3059,Exposure period 25/05/2021 12:25pm - 1:30pm,Notes Case attended venue,Date added 27/05/2021 9:20pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-25,2021-05-27,1,2
219,Suburb Carlton,"Site RMIT Campus, Building 57 (Edward Jackson Building) 53 Lygon Street Carlton VIC 3053",Exposure period 13/05/2021 8:00am - 4:00pm,Notes Case attended venue,Date added 27/05/2021 9:20pm,"Health advice Tier 3 - Monitor for symptoms Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",2021-05-13,2021-05-27,3,14
220,Suburb Mickleham,Site Botanical Display Homes (Botanical Display Village) 23-25 Poppy Street Mickleham VIC 3063,Exposure period 23/05/2021 11:15am - 1:00pm,Notes Case attended venue,Date added 27/05/2021 7:12pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-27,1,4
221,Suburb Craigieburn,"Site The Coffee Club - Craigieburn Central Craigieburn Central, Shop B00, 15/350 Craigieburn Road Craigieburn VIC 3064",Exposure period 23/05/2021 10:00am - 11:30am,Notes Case attended venue,Date added 27/05/2021 7:12pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-27,1,4
222,Suburb Docklands,Site Network Public Bar 14/99 Spencer Street Docklands VIC 3008,Exposure period 23/05/2021 3:30pm - 5:00pm,Notes Case attended venue,Date added 27/05/2021 7:12pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-23,2021-05-27,1,4
223,Suburb Docklands,Site Hungry Jacks - Southern Cross Station 14/99 Spencer Street Docklands VIC 3008,Exposure period 23/05/2021 7:30pm - 7:40pm,Notes Case attended venue,Date added 27/05/2021 7:12pm,"Health advice Tier 3 - Monitor for symptoms Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",2021-05-23,2021-05-27,3,4
224,Suburb South Wharf,"Site Roll'd - DFO South Wharf DFO South Wharf, 20 Convention Center Place South Wharf VIC 3006",Exposure period 25/05/2021 12:15pm - 1:15pm,Notes Case attended venue,Date added 27/05/2021 7:12pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-25,2021-05-27,2,2
225,Suburb South Wharf,"Site Boost Juice DFO DFO South Wharf, 20 Convention Center Place South Wharf VIC 3006",Exposure period 24/05/2021 12:15pm - 1:15pm,Notes Case attended venue,Date added 27/05/2021 7:12pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-24,2021-05-27,2,3
226,Suburb South Wharf,"Site DFO Food Court DFO South Wharf, 20 Convention Center Place South Wharf VIC 3006",Exposure period 24/05/2021 12:15pm - 1:15pm,Notes Case attended venue,Date added 27/05/2021 7:12pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-24,2021-05-27,2,3
227,Suburb Tullamarine,Site 7-Eleven Tullamarine (Carrick Drive) 182 Melrose Drive Tullamarine VIC 3043,Exposure period 22/05/2021 11:50am - 11:55am,Notes Case attended venue,Date added 27/05/2021 7:05pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-27,2,5
228,Suburb Moonee Ponds,Site Moonee Valley Football Club - Ormond Park Spectators at (Men's 3rds Match Moonee Valley VS Hillside Sharks) 2A Pattison Steet Moonee Ponds VIC 3039,Exposure period 22/05/2021 12:00pm - 5:30pm,Notes Case attended football game,Date added 27/05/2021 7:02pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-22,2021-05-27,2,5
229,Suburb Moonee Ponds,Site Moonee Valley Football Club - Ormond Park Function Room/Bar 2A Pattison Steet Moonee Ponds VIC 3039,Exposure period 22/05/2021 4:00pm - 6:00pm,Notes Case attended venue,Date added 27/05/2021 7:02pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-27,1,5
230,Suburb Moonee Ponds,Site Moonee Valley Football Club - Ormond Park (Male Change Rooms) 2A Pattison Steet Moonee Ponds VIC 3039,Exposure period 22/05/2021 12:00pm - 4:00pm,Notes Case attended venue,Date added 27/05/2021 7:02pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-27,1,5
231,Suburb Port Melbourne,Site Hunky Dory Fish & Chips 3/181 Bay Street Port Melbourne VIC 3207,Exposure period 21/05/2021 12:00pm - 2:00pm,Notes Case attended venue,Date added 27/05/2021 6:32pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-21,2021-05-27,1,6
232,Suburb Coburg,Site Pentridge Cinema Coburg (Palace Cinema) - 7pm screening of 'Those Who Wish Me Dead' 1 Champ Street Coburg VIC 3058,Exposure period 24/05/2021 6:45pm - 9:30pm,Notes Case attended 7pm screening of 'Those Who Wish Me Dead'. Please see additional site for those that attended the cinema at the times of concern but who did not attend this screening.,Date added 27/05/2021 3:38pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-24,2021-05-27,1,3
233,Suburb Seddon,Site Caprice Hair & Beauty 101 Charles Street Seddon VIC 3011,Exposure period 22/05/2021 1:15pm - 1:40pm,Notes Case attended venue,Date added 27/05/2021 3:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-22,2021-05-27,1,5
234,Suburb South Melbourne,Site Anytime Fitness South Melbourne 63-69 Market Street South Melbourne VIC 3205,Exposure period 20/05/2021 6:15am - 7:15am,Notes Case attended venue,Date added 27/05/2021 3:30pm,Health advice Tier 1 - Get tested immediately and quarantine for 14 days from exposure Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,2021-05-20,2021-05-27,1,7
235,Suburb Coburg,Site Pentridge Cinema Coburg (Palace Cinema) 1 Champ Street Coburg VIC 3058,Exposure period 24/05/2021 6:45pm - 9:30pm,Notes Case attended venue. Tier 2 advice applies for patrons who attended the cinema at this time but who did not attend the 7pm screening of 'Those Who Wish Me Dead'.,Date added 27/05/2021 3:30pm,"Health advice Tier 2 - Get tested urgently and isolate until you have a negative result Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-05-24,2021-05-27,2,3
