,_id,Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,tier,date_delay
220,15,Maribyrnong,"Ishka, Highpoint Shopping Centre","Level 2, 120-200 Rosamond Road",VIC,3032.0,2021-05-20,20/05/2021,5:45pm - 6:20pm,Case attended venue,2021-05-24,24/05/2021,12:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:45:00,18:20:00,1,4.0
221,16,Maribyrnong,"Kidstuff, Highpoint Shopping Centre","Level 2, 120-200 Rosamond Road",VIC,3032.0,2021-05-20,20/05/2021,5:20pm - 5:55pm,Case attended venue,2021-05-24,24/05/2021,12:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:20:00,17:55:00,1,4.0
222,17,Maribyrnong,"Lush Cosmetics, Highpoint Shopping Centre","Level 2, 120-200 Rosamond Road",VIC,3032.0,2021-05-20,20/05/2021,6:05pm - 6:35pm,Case attended venue,2021-05-24,24/05/2021,12:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:05:00,18:35:00,1,4.0
223,18,Maribyrnong,"Smiggle, Highpoint Shopping Centre","Level 3, 120-200 Rosamond Road",VIC,3032.0,2021-05-20,20/05/2021,5:55pm - 6:30pm,Case attended venue,2021-05-24,24/05/2021,12:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:55:00,18:30:00,1,4.0
224,19,Maribyrnong,"Toyworld, Highpoint Shopping Centre","Level 2, 120-200 Rosamond Road",VIC,3032.0,2021-05-20,20/05/2021,5:30pm - 6:20pm,Case attended venue,2021-05-24,24/05/2021,12:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:30:00,18:20:00,1,4.0
225,20,Melbourne,Bamboo House,47 Little Bourke Street,VIC,3000.0,2021-05-21,21/05/2021,11:00am - 11:50am,Case attended venue,2021-05-24,24/05/2021,12:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:00:00,11:50:00,1,3.0
226,21,Mill Park,Bunnings Warehouse,761 Plenty Road,VIC,3082.0,2021-05-20,20/05/2021,4:00pm - 6:30pm,Case attended venue,2021-05-25,25/05/2021,21:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,18:30:00,2,5.0
227,22,Port Melbourne,Bay 101 Cafe,7/101 Bay Street,VIC,3207.0,2021-05-24,24/05/2021,7:30am - 8:20am,Case sat inside venue,2021-05-26,26/05/2021,00:46:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,07:30:00,08:20:00,1,2.0
228,23,Port Melbourne,Port Park Cafe,7/484 Graham St,VIC,3207.0,2021-05-24,24/05/2021,12:30pm - 1:00pm,Case attended venue,2021-05-26,26/05/2021,00:46:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:30:00,13:00:00,1,2.0
229,24,Reservoir,B.T. Connor Reserve,200 Broadhurst Avenue,VIC,3073.0,2021-05-21,21/05/2021,8:00pm - 11:30pm,Case attended venue,2021-05-24,24/05/2021,20:32:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",20:00:00,23:30:00,2,3.0
230,25,Reservoir,Shell Coles Express Reservoir,192-202 Broadway & Whitelaw Street,VIC,3073.0,2021-05-18,18/05/2021,3:15pm - 4:15pm,Case attended venue,2021-05-18,18/05/2021,20:31:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:15:00,16:15:00,1,0.0
231,26,Thomastown,ACTROL (Retail Store- refrigerator and airconditioning parts),13-17 Brand Drive,VIC,3074.0,2021-05-17,17/05/2021,12:00pm - 1:30pm,Case attended venue,2021-05-25,25/05/2021,21:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:00:00,13:30:00,2,8.0
232,27,Thomastown,White Line Automotive,2/28 Lipton Drive,VIC,3074.0,2021-05-20,20/05/2021,12:00pm - 1:30pm,Case attended venue,2021-05-24,24/05/2021,16:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:00:00,13:30:00,2,4.0
233,28,Reservoir,Doctors on Broadway,210A Broadway,VIC,3073.0,2021-05-18,18/05/2021,2:00pm - 3:45pm,Case attended venue,2021-05-26,26/05/2021,14:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:00:00,15:45:00,1,8.0
234,29,Port Melbourne,Stratton Finance HQ,1/435 Williamstown Road,VIC,3207.0,2021-05-20,20/05/2021,12:00am - 11:59pm,Case attended venue,2021-05-26,26/05/2021,14:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,6.0
235,84,Dandenong,Bestway Supermarket,200-208 Lonsdale Street,VIC,3175.0,2021-05-19,19/05/2021,12:15pm - 1:15pm,Case attended venue,2021-05-28,28/05/2021,16:58:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:15:00,13:15:00,1,9.0
236,30,Port Melbourne,Stratton Finance HQ,1/435 Williamstown Road,VIC,3207.0,2021-05-21,21/05/2021,12:00am - 11:59pm,Case attended venue,2021-05-26,26/05/2021,14:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,5.0
237,31,Port Melbourne,Stratton Finance HQ,1/435 Williamstown Road,VIC,3207.0,2021-05-22,22/05/2021,12:00am - 11:59pm,Case attended venue,2021-05-26,26/05/2021,14:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,4.0
238,32,Port Melbourne,Stratton Finance HQ,1/435 Williamstown Road,VIC,3207.0,2021-05-23,23/05/2021,12:00am - 11:59pm,Case attended venue,2021-05-26,26/05/2021,14:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,3.0
239,33,Port Melbourne,Stratton Finance HQ,1/435 Williamstown Road,VIC,3207.0,2021-05-24,24/05/2021,12:00am - 11:59pm,Case attended venue,2021-05-26,26/05/2021,14:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,2.0
240,34,Port Melbourne,Stratton Finance HQ,1/435 Williamstown Road,VIC,3207.0,2021-05-25,25/05/2021,12:00am - 11:59pm,Case attended venue,2021-05-26,26/05/2021,14:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,1.0
241,35,Bundoora,Anytime Fitness,"Shop TG-01, Uni Hill Town Centre, 1-3 Janefield Drive",VIC,3083.0,2021-05-24,24/05/2021,4:50pm - 5:50pm,Case attended venue ,2021-05-26,26/05/2021,18:53:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,16:50:00,17:50:00,1,2.0
242,36,South Melbourne,The Palace Hotel,505-507 City Road,VIC,3205.0,2021-05-21,21/05/2021,5:45pm - 6:45pm,Case attended venue,2021-05-26,26/05/2021,18:53:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:45:00,18:45:00,1,5.0
243,37,Coburg,Ritchies IGA Pentridge,1 Champ Street,VIC,3058.0,2021-05-24,24/05/2021,6:45pm - 7:25pm,Case attended venue,2021-05-26,26/05/2021,18:53:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:45:00,19:25:00,2,2.0
244,38,Port Melbourne,"The Local, Port Melbourne",22-24 Bay Street,VIC,3207.0,2021-05-21,21/05/2021,1:30pm - 3:30pm,Case dined inside venue,2021-05-26,26/05/2021,19:48:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:30:00,15:30:00,1,5.0
245,39,Parkville,Melbourne Swordcraft,"Ransford Oval, Park Street",VIC,3052.0,2021-05-21,21/05/2021,5:45pm - 10:30pm,Case attended venue,2021-05-26,26/05/2021,22:18:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:45:00,22:30:00,1,5.0
246,40,Bayswater North,Mcdonalds Bayswater North,296 Canterbury Road,VIC,3153.0,2021-05-21,21/05/2021,11:00pm - 12:00am,Case dined in restaurant ,2021-05-26,26/05/2021,22:31:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,23:00:00,00:00:00,1,5.0
247,41,Wantirna South,Insportz Knox,108 Lewis Road,VIC,3152.0,2021-05-20,20/05/2021,6:30pm - 8:30pm,Case attended venue,2021-05-26,26/05/2021,22:31:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:30:00,20:30:00,1,6.0
248,42,Lalor,Everfresh Fruit Market,346 Station Street,VIC,3075.0,2021-05-14,14/05/2021,11:30am - 12:30pm,Case attended venue,2021-05-27,27/05/2021,12:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:30:00,12:30:00,2,13.0
249,43,Lalor,Fruits of Lalor,328 Station Street,VIC,3075.0,2021-05-14,14/05/2021,11:30am - 12:30pm,Case attended venue,2021-05-27,27/05/2021,12:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:30:00,12:30:00,2,13.0
250,44,Lalor,No. 1 Fruit Market,37 May Road,VIC,3075.0,2021-05-14,14/05/2021,11:30am - 12:30pm,Case attended venue,2021-05-27,27/05/2021,12:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:30:00,12:30:00,2,13.0
251,52,South Melbourne,Anytime Fitness South Melbourne,63-69 Market Street,VIC,3205.0,2021-05-25,25/05/2021,6:00am - 7:00am,Case attended venue,2021-05-27,27/05/2021,15:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:00:00,07:00:00,1,2.0
252,45,Coburg,Pentridge Cinema Coburg (Palace Cinema),1 Champ Street,VIC,3058.0,2021-05-24,24/05/2021,6:45pm - 9:30pm,Case attended venue. Tier 2 advice applies for patrons who attended the cinema at this time but who did not attend the 7pm screening of 'Those Who Wish Me Dead'.,2021-05-27,27/05/2021,15:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:45:00,21:30:00,2,3.0
253,46,Tullamarine ,BP Tullamarine ,Corner of Airport Drive and Link Road ,VIC,3045.0,2021-05-24,24/05/2021,10:30am - 11:30am,"Case attended venue twice on the same day, refer to other listing",2021-05-27,27/05/2021,15:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:30:00,11:30:00,2,3.0
254,47,Tullamarine ,BP Tullamarine ,Corner of Airport Drive and Link Road ,VIC,3045.0,2021-05-24,24/05/2021,4:30pm - 5:30pm,"Case attended venue twice on the same day, refer to other listing",2021-05-27,27/05/2021,15:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:30:00,17:30:00,2,3.0
255,48,Yarraville,Focus Health & Fitness,121-123 Hyde Street,VIC,3013.0,2021-05-24,24/05/2021,6:30am - 7:30am,Case attended venue,2021-05-27,27/05/2021,15:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:30:00,07:30:00,1,3.0
256,49,South Melbourne,Anytime Fitness South Melbourne,63-69 Market Street,VIC,3205.0,2021-05-20,20/05/2021,6:15am - 7:15am,Case attended venue,2021-05-27,27/05/2021,15:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:15:00,07:15:00,1,7.0
257,50,South Melbourne,Anytime Fitness South Melbourne,63-69 Market Street,VIC,3205.0,2021-05-21,21/05/2021,6:15am - 7:15am,Case attended venue,2021-05-27,27/05/2021,15:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:15:00,07:15:00,1,6.0
258,51,South Melbourne,Anytime Fitness South Melbourne,63-69 Market Street,VIC,3205.0,2021-05-24,24/05/2021,6:15am - 7:15am,Case attended venue,2021-05-27,27/05/2021,15:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:15:00,07:15:00,1,3.0
259,53,Coburg,Pentridge Cinema Coburg (Palace Cinema) - 7pm screening of 'Those Who Wish Me Dead',1 Champ Street,VIC,3058.0,2021-05-24,24/05/2021,6:45pm - 9:30pm,Case attended 7pm screening of 'Those Who Wish Me Dead'. Please see additional site for those that attended the cinema at the times of concern but who did not attend this screening.,2021-05-27,27/05/2021,15:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:45:00,21:30:00,1,3.0
260,54,Port Melbourne,Hunky Dory Fish & Chips,3/181 Bay Street,VIC,3207.0,2021-05-21,21/05/2021,12:00pm - 2:00pm,Case attended venue,2021-05-27,27/05/2021,18:32:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:00:00,14:00:00,1,6.0
261,55,South Wharf,Roll'd - DFO South Wharf,"DFO South Wharf, 20 Convention Center Place",VIC,3006.0,2021-05-25,25/05/2021,12:15pm - 1:15pm,Case attended venue,2021-05-27,27/05/2021,19:12:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:15:00,13:15:00,2,2.0
262,56,South Wharf,Boost Juice DFO,"DFO South Wharf, 20 Convention Center Place",VIC,3006.0,2021-05-24,24/05/2021,12:15pm - 1:15pm,Case attended venue,2021-05-27,27/05/2021,19:12:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:15:00,13:15:00,2,3.0
263,57,South Wharf,DFO Food Court,"DFO South Wharf, 20 Convention Center Place",VIC,3006.0,2021-05-24,24/05/2021,12:15pm - 1:15pm,Case attended venue,2021-05-27,27/05/2021,19:12:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:15:00,13:15:00,2,3.0
264,58,Greenvale,Chemist Warehouse,"Shop 4, 212 - 220 Greenvale Drive",VIC,3059.0,2021-05-25,25/05/2021,12:50pm - 1:30pm,Case attended venue,2021-05-27,27/05/2021,07:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:50:00,13:30:00,2,2.0
265,59,Greenvale,Barrymore Medical Centre,9 Barrymore Road,VIC,3059.0,2021-05-25,25/05/2021,12:25pm - 1:30pm,Case attended venue,2021-05-27,27/05/2021,21:20:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:25:00,13:30:00,1,2.0
266,60,Carlton,"RMIT Campus, Building 57 (Edward Jackson Building)",53 Lygon Street,VIC,3053.0,2021-05-13,13/05/2021,8:00am - 4:00pm,Case attended venue,2021-05-27,27/05/2021,21:20:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",08:00:00,16:00:00,3,14.0
267,61,Hampton,Body Fit Training Hampton,Shop 4-6/498 Hampton Street,VIC,3188.0,2021-05-24,24/05/2021,5:35pm - 7:00pm,Case attended venue,2021-05-27,27/05/2021,21:37:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:35:00,19:00:00,1,3.0
268,62,Hampton,Body Fit Training Hampton,Shop 4-6/498 Hampton Street,VIC,3188.0,2021-05-25,25/05/2021,5:21pm - 7:00pm,Case attended venue,2021-05-27,27/05/2021,21:37:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:21:00,19:00:00,1,2.0
269,63,South Melbourne,Miss China Noodle Bar (within Clarendon Centre),Shop G08/261 Clarendon Street,VIC,3205.0,2021-05-25,25/05/2021,12:40pm - 1:40pm,Case attended venue,2021-05-28,28/05/2021,11:06:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:40:00,13:40:00,1,3.0
270,64,South Melbourne,Telstra Shop,Shop G01/265 Clarendon Street,VIC,3205.0,2021-05-24,24/05/2021,9:15am - 5:30pm,Case worked at venue,2021-05-28,28/05/2021,11:06:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:15:00,17:30:00,1,4.0
271,65,South Melbourne,Telstra Shop,Shop G01/265 Clarendon Street,VIC,3205.0,2021-05-25,25/05/2021,9:15am - 5:30pm,Case worked at venue,2021-05-28,28/05/2021,11:06:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:15:00,17:30:00,1,3.0
272,66,South Melbourne,Hunky Dory Fish & Chips,252 Clarendon Street,VIC,3205.0,2021-05-24,24/05/2021,1:00pm - 2:00pm,Case attended venue,2021-05-28,28/05/2021,11:06:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:00:00,14:00:00,1,4.0
273,67,South Melbourne,Clarendon Centre - Female public toilets,261 Clarendon Street,VIC,3205.0,2021-05-25,25/05/2021,9:15am - 6:45pm,Case attended venue,2021-05-28,28/05/2021,16:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:15:00,18:45:00,1,3.0
274,68,South Melbourne,Clarendon Centre - Female public toilets,261 Clarendon Street,VIC,3205.0,2021-05-24,24/05/2021,9:15am - 6:15pm,Case attended venue,2021-05-28,28/05/2021,16:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:15:00,18:15:00,1,4.0
275,69,Epping,Epping Spices & Nuts Grocery Store,6/1 Lyndarum Drive,VIC,3076.0,2021-05-24,24/05/2021,9:00am - 9:00pm,Case attended venue,2021-05-28,28/05/2021,16:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:00:00,21:00:00,1,4.0
276,70,Epping,Epping Spices & Nuts Grocery Store,6/1 Lyndarum Drive,VIC,3076.0,2021-05-25,25/05/2021,9:00am - 9:00pm,Case attended venue,2021-05-28,28/05/2021,16:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:00:00,21:00:00,1,3.0
277,71,Epping,Epping Spices & Nuts Grocery Store,6/1 Lyndarum Drive,VIC,3076.0,2021-05-26,26/05/2021,9:00am - 9:00pm,Case attended venue,2021-05-28,28/05/2021,16:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:00:00,21:00:00,1,2.0
278,72,Mill Park,"Star Car Wash 1, Westfield Plenty Valley",52/415 McDonalds Rd,VIC,3082.0,2021-05-23,23/05/2021,8:00am - 5:30pm,Case attended venue,2021-05-28,28/05/2021,16:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:00:00,17:30:00,1,5.0
279,73,Mill Park,"Star Car Wash 1, Westfield Plenty Valley",52/415 McDonalds Rd,VIC,3082.0,2021-05-25,25/05/2021,8:00am - 5:30pm,Case attended venue,2021-05-28,28/05/2021,16:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:00:00,17:30:00,1,3.0
280,74,Mill Park,"Star Car Wash 1, Westfield Plenty Valley",52/415 McDonalds Rd,VIC,3082.0,2021-05-26,26/05/2021,8:00am - 5:30pm,Case attended venue,2021-05-28,28/05/2021,16:15:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:00:00,17:30:00,1,2.0
281,76,Reservoir,Vic Fields Summerhill Shopping Centre,850 Plenty Road,VIC,3073.0,2021-05-18,18/05/2021,4:20pm - 5:30pm,Case attended venue,2021-05-28,28/05/2021,16:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,16:20:00,17:30:00,1,10.0
282,77,Epping,Khalsa Sweets and Snacks,3 Annalise Avenue,VIC,3076.0,2021-05-18,18/05/2021,12:20pm - 1:10pm,Case attended venue,2021-05-28,28/05/2021,16:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:20:00,13:10:00,1,10.0
283,78,Wollert,Erol's Fruit Shop,319 Harvest Home Road,VIC,3750.0,2021-05-18,18/05/2021,11:25am - 12:10pm,Case attended venue,2021-05-28,28/05/2021,16:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:25:00,12:10:00,1,10.0
284,79,Wollert,Hamara Bazaar,315 Harvest Home Road,VIC,3750.0,2021-05-18,18/05/2021,10:30am - 11:30am,Case attended venue,2021-05-28,28/05/2021,16:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:30:00,11:30:00,1,10.0
285,80,Craigieburn,Dosa Hut Craigieburn,Shop D1/420-440 Craigieburn Road,VIC,3064.0,2021-05-25,25/05/2021,5:45pm - 7:15pm,Case attended venue,2021-05-28,28/05/2021,16:48:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:45:00,19:15:00,1,3.0
286,81,Epping,Indiagate Spices and Groceries ,"Unit 14C, 560-590 High Street",VIC,3076.0,2021-05-19,19/05/2021,9:45am - 10:30am,Case attended venue,2021-05-28,28/05/2021,16:48:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:45:00,10:30:00,1,9.0
287,82,Carrum Downs,Sabrini Foods,77 Boundary Road,VIC,3201.0,2021-05-19,19/05/2021,2:00pm - 6:00pm,Case attended venue,2021-05-28,28/05/2021,16:58:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:00:00,18:00:00,1,9.0
288,83,Dandenong,Spice Inn Groceries,4 16-46 Cleeland Street,VIC,3175.0,2021-05-19,19/05/2021,1:00pm - 1:40pm,Case attended venue,2021-05-28,28/05/2021,16:58:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:00:00,13:40:00,1,9.0
289,85,Dandenong,Bestway Supermarket,21-23 Cleeland Street,VIC,3175.0,2021-05-19,19/05/2021,1:00pm - 1:40pm,Case attended venue,2021-05-28,28/05/2021,16:58:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:00:00,13:40:00,1,9.0
290,86,Dandenong,Marmara Halal Meats,141- 145 Lonsdale Street,VIC,3175.0,2021-05-19,19/05/2021,11:35am - 12:25pm,Case attended venue,2021-05-28,28/05/2021,17:25:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:35:00,12:25:00,1,9.0
291,87,Bundoora,"La Trobe University, Library Level 1",Plenty Road & Kingsbury Drive,VIC,3086.0,2021-05-25,25/05/2021,11:45am - 2:30pm,Case attended venue,2021-05-29,29/05/2021,12:02:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:45:00,14:30:00,1,4.0
